theta,delta,popper_time_sec,train_precision,train_recall,tp,fn,tn,fp,rules,size,val_precision,val_recall,val_f1,test_precision,test_recall,test_f1
3,0.15,51,0.97,0.97,178,6,178,6,3,23,0.0001554907677356657,0.9696969696969697,0.00031093167762215,7.69027009937538,1.0,0.00015379357484620644
3,0.1,48,0.97,0.97,178,6,178,6,3,23,0.0001554907677356657,0.9696969696969697,0.00031093167762215,7.69027009937538,1.0,0.00015379357484620644
3.5,1,44,0.94,0.97,178,6,172,12,3,21,1.942075180157818,0.9696969696969697,3.884072571468453,1.2057667805892983,1.0,2.411504484058615
3.5,0.6,44,0.94,0.97,178,6,172,12,3,21,1.942075180157818,0.9696969696969697,3.884072571468453,1.2057667805892983,1.0,2.411504484058615
3.5,0.4,43,0.94,0.97,178,6,172,12,3,21,1.942075180157818,0.9696969696969697,3.884072571468453,1.2057667805892983,1.0,2.411504484058615
3.5,0.25,43,0.94,0.97,178,6,172,12,3,21,1.942075180157818,0.9696969696969697,3.884072571468453,1.2057667805892983,1.0,2.411504484058615
3.5,0.2,45,0.94,0.97,178,6,172,12,3,21,1.942075180157818,0.9696969696969697,3.884072571468453,1.2057667805892983,1.0,2.411504484058615
3.5,0.15,43,0.94,0.97,178,6,172,12,3,21,1.942075180157818,0.9696969696969697,3.884072571468453,1.2057667805892983,1.0,2.411504484058615
3.5,0.1,49,0.97,0.97,178,6,178,6,3,23,0.0001554907677356657,0.9696969696969697,0.00031093167762215,7.69027009937538,1.0,0.00015379357484620644
4,1,44,0.94,0.97,178,6,172,12,3,21,1.942075180157818,0.9696969696969697,3.884072571468453,1.2057667805892983,1.0,2.411504484058615
4,0.6,43,0.94,0.97,178,6,172,12,3,21,1.942075180157818,0.9696969696969697,3.884072571468453,1.2057667805892983,1.0,2.411504484058615
4,0.4,46,0.94,0.97,178,6,172,12,3,21,1.942075180157818,0.9696969696969697,3.884072571468453,1.2057667805892983,1.0,2.411504484058615
4,0.25,45,0.94,0.97,178,6,172,12,3,21,1.942075180157818,0.9696969696969697,3.884072571468453,1.2057667805892983,1.0,2.411504484058615
4,0.2,45,0.94,0.97,178,6,172,12,3,21,1.942075180157818,0.9696969696969697,3.884072571468453,1.2057667805892983,1.0,2.411504484058615
4,0.15,43,0.94,0.97,178,6,172,12,3,21,1.942075180157818,0.9696969696969697,3.884072571468453,1.2057667805892983,1.0,2.411504484058615
4,0.1,48,0.97,0.97,178,6,178,6,3,23,0.0001554907677356657,0.9696969696969697,0.00031093167762215,7.69027009937538,1.0,0.00015379357484620644
