theta,delta,popper_time_sec,train_precision,train_recall,tp,fn,tn,fp,rules,size,val_precision,val_recall,val_f1,test_precision,test_recall,test_f1
3,0.15,561,0.89,0.47,8826,9818,17585,1059,,70,0.524628616106333,0.8542329726288987,0.6500363284088156,0.967741935483871,0.7567567567567568,0.8493427704752275
3,0.1,204,1.00,0.00,5,18639,18644,0,,20,,,,1.0,0.0019305019305019305,0.0038535645472061652
3.5,1,332,0.81,0.77,14431,4213,15367,3277,,213,0.06444412442396313,0.9972144846796658,0.12106455649115688,0.060941828254847646,0.9995166747220879,0.11487931561258784
3.5,0.6,327,0.83,0.77,14422,4222,15770,2874,,197,0.06522372831948696,0.9972144846796658,0.12243920790724717,0.06356923076923077,0.9990328820116054,0.11953251562138392
3.5,0.4,347,0.85,0.77,14368,4276,16123,2521,,183,0.0720148052784036,0.9972144846796658,0.1343289182394657,0.07950693374422188,0.9985486211901307,0.14728654511720843
3.5,0.25,403,0.88,0.76,14136,4508,16675,1969,,187,0.38308026030368764,0.9904655075715086,0.5524792742061629,0.25147783251231526,0.9931906614785992,0.4013364779874214
3.5,0.2,440,0.89,0.69,12887,5757,17119,1525,,99,0.5379084967320261,0.955310504933256,0.688270959648756,0.644,0.9655172413793104,0.7726454709058188
3.5,0.15,550,0.89,0.53,9864,8780,17451,1193,,43,0.5207692307692308,0.8585922637920101,0.6483121857792674,0.8887381275440976,0.7751479289940828,0.8280657395701643
3.5,0.1,222,1.00,0.00,5,18639,18644,0,,20,,,,1.0,0.0019305019305019305,0.0038535645472061652
4,1,313,0.79,0.78,14477,4167,14895,3749,,166,0.050588036688987675,0.9994441356309061,0.09630165233925175,0.0549859214790416,1.0,0.10424010474368013
4,0.6,316,0.82,0.78,14452,4192,15413,3231,,150,0.05112893135414889,0.9994441356309061,0.09728121195725686,0.05612189567292051,1.0,0.10627920110900035
4,0.4,333,0.83,0.77,14442,4202,15712,2932,,172,0.055136461208218336,0.9994441356309061,0.10450754163154988,0.062262901186246764,0.9995166747220879,0.1172235920981776
4,0.25,396,0.88,0.76,14182,4462,16730,1914,,169,0.45375128468653647,0.9904655075715086,0.6223788546255506,0.3936006168080185,0.9931906614785992,0.563776918829376
4,0.2,485,0.90,0.71,13248,5396,17110,1534,,101,0.5643097643097643,0.9643268124280783,0.711979609175871,0.7134502923976608,0.9706613625062158,0.822414156309248
4,0.15,521,0.89,0.53,9905,8739,17367,1277,,52,0.514179104477612,0.8672120830711139,0.6455844460060904,0.7724620770128354,0.7802003535651149,0.776311931984755
4,0.1,202,0.95,0.00,21,18623,18643,1,,22,,,,1.0,0.0019305019305019305,0.0038535645472061652
